ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
014100018X,Chocolat,Joanne Harris,2000.0,Penguin Books,http://images.amazon.com/images/P/014100018X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014100018X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014100018X.01.LZZZZZZZ.jpg
0441172695,"Dune Messiah (Dune Chronicles, Book 2)",Frank Herbert,1994.0,ACE Charter,http://images.amazon.com/images/P/0441172695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441172695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441172695.01.LZZZZZZZ.jpg
0553560468,Wilderness Tips,Margaret Atwood,1993.0,Bantam Books,http://images.amazon.com/images/P/0553560468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560468.01.LZZZZZZZ.jpg
0446356832,The Sands of Time,Sidney Sheldon,1989.0,Warner Books,http://images.amazon.com/images/P/0446356832.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446356832.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446356832.01.LZZZZZZZ.jpg
0373226063,Bayou Blood Brothers: Tyler/Nick/Jules (Harlequin Intrigue 606),Rebecca York,2001.0,Harlequin,http://images.amazon.com/images/P/0373226063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373226063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373226063.01.LZZZZZZZ.jpg
1551667959,7b,Stella Cameron,2001.0,Mira,http://images.amazon.com/images/P/1551667959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551667959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551667959.01.LZZZZZZZ.jpg
0440236061,Unfit to Practice,Perri O'Shaughnessy,2003.0,Dell Publishing Company,http://images.amazon.com/images/P/0440236061.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236061.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236061.01.LZZZZZZZ.jpg
0553583441,Touching Evil,Kay Hooper,2001.0,Bantam Books,http://images.amazon.com/images/P/0553583441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583441.01.LZZZZZZZ.jpg
0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002.0,Miramax Kids,http://images.amazon.com/images/P/0786817070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.LZZZZZZZ.jpg
0140230165,The Te of Piglet,Benjamin Hoff,1993.0,Penguin Books,http://images.amazon.com/images/P/0140230165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140230165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140230165.01.LZZZZZZZ.jpg
0553575538,Stealing Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000.0,Bantam Books,http://images.amazon.com/images/P/0553575538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553575538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553575538.01.LZZZZZZZ.jpg
0064400026,Little House on the Prairie,Laura Ingalls Wilder,1953.0,HarperTrophy,http://images.amazon.com/images/P/0064400026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400026.01.LZZZZZZZ.jpg
0821769340,Cold Blooded,Lisa Jackson,2002.0,Zebra Books,http://images.amazon.com/images/P/0821769340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821769340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821769340.01.LZZZZZZZ.jpg
0316779423,Barrel Fever : Stories and Essays (Barrel Fever),David Sedaris,1995.0,Back Bay Books,http://images.amazon.com/images/P/0316779423.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316779423.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316779423.01.LZZZZZZZ.jpg
0061092606,Sacred Clowns (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1994.0,HarperTorch,http://images.amazon.com/images/P/0061092606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061092606.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061092606.01.LZZZZZZZ.jpg
0060085444,She Went All the Way (Avon Light Contemporary Romances),Meggin Cabot,2002.0,Avon,http://images.amazon.com/images/P/0060085444.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060085444.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060085444.01.LZZZZZZZ.jpg
067081976X,Leaving Home/a Collection of Lake Wobegon Stories,Garrison Keillor,1987.0,Penguin USA,http://images.amazon.com/images/P/067081976X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067081976X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067081976X.01.LZZZZZZZ.jpg
0670869902,How Stella Got Her Groove Back,Terry McMillan,1996.0,Viking Books,http://images.amazon.com/images/P/0670869902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670869902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670869902.01.LZZZZZZZ.jpg
0517556278,Mammoth Hunters (Earth's Children),Jean M. Auel,1990.0,Crown Publishers,http://images.amazon.com/images/P/0517556278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517556278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517556278.01.LZZZZZZZ.jpg
0064401847,Bridge to Terabithia,Katherine Paterson,1987.0,HarperTrophy,http://images.amazon.com/images/P/0064401847.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064401847.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064401847.01.LZZZZZZZ.jpg
0385315279,The Fiery Cross,Diana Gabaldon,2001.0,Delacorte Press,http://images.amazon.com/images/P/0385315279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385315279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385315279.01.LZZZZZZZ.jpg
0553569074,Wouldn't Take Nothing for My Journey Now,Maya Angelou,1994.0,Bantam Books,http://images.amazon.com/images/P/0553569074.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569074.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569074.01.LZZZZZZZ.jpg
0440514428,Cold Sassy Tree,Olive Ann Burns,1986.0,Dell Publishing Company,http://images.amazon.com/images/P/0440514428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440514428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440514428.01.LZZZZZZZ.jpg
0553561278,For the Sake of Elena,Elizabeth George,1993.0,Bantam Books,http://images.amazon.com/images/P/0553561278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553561278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553561278.01.LZZZZZZZ.jpg
0553272586,Farewell to Manzanar: A True Story of Japanese American Experience During and  After the World War II Internment,Jeanne W. Houston,1983.0,Bantam Books,http://images.amazon.com/images/P/0553272586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272586.01.LZZZZZZZ.jpg
0553234811,"Valley of the Horses (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1983.0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553234811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553234811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553234811.01.LZZZZZZZ.jpg
0553268945,Forging the Darksword (Darksword Trilogy),Margaret Weis,1997.0,Spectra Books,http://images.amazon.com/images/P/0553268945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268945.01.LZZZZZZZ.jpg
0312140940,Wonder Boys : A Novel (Bestselling Backlist),Michael Chabon,1995.0,Picador,http://images.amazon.com/images/P/0312140940.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312140940.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312140940.01.LZZZZZZZ.jpg
0440224837,The Long Road Home,Danielle Steel,1999.0,Dell Publishing Company,http://images.amazon.com/images/P/0440224837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224837.01.LZZZZZZZ.jpg
0380603764,An Indecent Obsession,Colleen McCullough,1982.0,Avon,http://images.amazon.com/images/P/0380603764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380603764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380603764.01.LZZZZZZZ.jpg
0743418735,Perfect Match: A Novel,Jodi Picoult,2003.0,Washington Square Press,http://images.amazon.com/images/P/0743418735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418735.01.LZZZZZZZ.jpg
0671776134,Plain Truth,Jodi Picoult,2001.0,Washington Square Press,http://images.amazon.com/images/P/0671776134.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671776134.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671776134.01.LZZZZZZZ.jpg
0156001314,The Name of the Rose: including Postscript to the Name of the Rose,Umberto Eco,1994.0,Harvest Books,http://images.amazon.com/images/P/0156001314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156001314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156001314.01.LZZZZZZZ.jpg
1573229865,The Dream of Scipio,Iain Pears,2003.0,Riverhead Books,http://images.amazon.com/images/P/1573229865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229865.01.LZZZZZZZ.jpg
0767903862,In a Sunburned Country,Bill Bryson,2001.0,Broadway Books,http://images.amazon.com/images/P/0767903862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767903862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767903862.01.LZZZZZZZ.jpg
0399133143,The Tommyknockers,Stephen King,1987.0,Putnam Pub Group,http://images.amazon.com/images/P/0399133143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399133143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399133143.01.LZZZZZZZ.jpg
0425133516,The Hunt for Red October (Jack Ryan Novels),Tom Clancy,1997.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425133516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425133516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425133516.01.LZZZZZZZ.jpg
0684855631,The Empty Chair,Jeffery Deaver,2000.0,Simon &amp; Schuster,http://images.amazon.com/images/P/0684855631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684855631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684855631.01.LZZZZZZZ.jpg
0553562746,Fanta C,Sandra Brown,1993.0,Fanfare,http://images.amazon.com/images/P/0553562746.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553562746.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553562746.01.LZZZZZZZ.jpg
0440168724,A Perfect Stranger,Danielle Steel,1983.0,Dell,http://images.amazon.com/images/P/0440168724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440168724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440168724.01.LZZZZZZZ.jpg
0446527130,Envy,Sandra Brown,2001.0,Warner Books,http://images.amazon.com/images/P/0446527130.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527130.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527130.01.LZZZZZZZ.jpg
0425060772,Case of Lucy Bending,Lawrence Sanders,1983.0,Penguin Putnam~mass,http://images.amazon.com/images/P/0425060772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425060772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425060772.01.LZZZZZZZ.jpg
0671039938,Cinnamon (Shooting Stars),V.C. Andrews,2001.0,Pocket,http://images.amazon.com/images/P/0671039938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671039938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671039938.01.LZZZZZZZ.jpg
0515118230,Home Song,Lavyrle Spencer,1995.0,Jove Books,http://images.amazon.com/images/P/0515118230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118230.01.LZZZZZZZ.jpg
0515101222,Spring Fancy,LaVyrle Spencer,2003.0,Jove Books,http://images.amazon.com/images/P/0515101222.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515101222.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515101222.01.LZZZZZZZ.jpg
0553285947,Surrender,Amanda Quick,1990.0,Bantam,http://images.amazon.com/images/P/0553285947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553285947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553285947.01.LZZZZZZZ.jpg
0345447867,The Apprentice,Tess Gerritsen,2003.0,Ballantine Books,http://images.amazon.com/images/P/0345447867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447867.01.LZZZZZZZ.jpg
038075620X,Night Fire,Catherine Coulter,1989.0,Avon,http://images.amazon.com/images/P/038075620X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038075620X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038075620X.01.LZZZZZZZ.jpg
0553574078,Affair,Amanda Quick,1998.0,Bantam Books,http://images.amazon.com/images/P/0553574078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574078.01.LZZZZZZZ.jpg
0515107662,The Sherbrooke Bride (Bride Trilogy (Paperback)),Catherine Coulter,1996.0,Jove Books,http://images.amazon.com/images/P/0515107662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515107662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515107662.01.LZZZZZZZ.jpg
0671737821,Honor's Splendour,Julie Garwood,1991.0,Pocket,http://images.amazon.com/images/P/0671737821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671737821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671737821.01.LZZZZZZZ.jpg
0440213290,The Copper Beech,Maeve Binchy,1993.0,Dell,http://images.amazon.com/images/P/0440213290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.LZZZZZZZ.jpg
0425104338,Stephen King's Danse Macabre,Stephen King,1997.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425104338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425104338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425104338.01.LZZZZZZZ.jpg
1573228583,Speaking With the Angel,Nick Hornby,2001.0,Riverhead Books,http://images.amazon.com/images/P/1573228583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573228583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573228583.01.LZZZZZZZ.jpg
0385722192,Lullaby: A Novel,Chuck Palahniuk,2003.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385722192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722192.01.LZZZZZZZ.jpg
0743455967,On Writing,Stephen King,2002.0,Pocket,http://images.amazon.com/images/P/0743455967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743455967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743455967.01.LZZZZZZZ.jpg
0679430946,The Hot Zone,Richard Preston,1994.0,Random House,http://images.amazon.com/images/P/0679430946.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679430946.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679430946.01.LZZZZZZZ.jpg
0765341174,"Sarah (Card, Orson Scott. Women of Genesis.)",Orson Scott Card,2001.0,Forge,http://images.amazon.com/images/P/0765341174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765341174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765341174.01.LZZZZZZZ.jpg
0060256737,A Light in the Attic,Shel Silverstein,1981.0,HarperCollins,http://images.amazon.com/images/P/0060256737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060256737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060256737.01.LZZZZZZZ.jpg
0060248025,Falling Up,Shel Silverstein,1996.0,HarperCollins,http://images.amazon.com/images/P/0060248025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060248025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060248025.01.LZZZZZZZ.jpg
0786880007,Simplify Your Life : 100 Ways to Slow Down and Enjoy the Things That Really Matter,Elaine St. James,1994.0,Hyperion,http://images.amazon.com/images/P/0786880007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786880007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786880007.01.LZZZZZZZ.jpg
0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003.0,Jove Books,http://images.amazon.com/images/P/0515136379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg
0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003.0,Jove Pubns,http://images.amazon.com/images/P/0515136530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg
051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003.0,Jove Books,http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg
0451149513,It,Stephen King,1987.0,New Amer Library,http://images.amazon.com/images/P/0451149513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451149513.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451149513.01.LZZZZZZZ.jpg
0060506989,We Were Soldiers Once... and Young: Ia Drang--The Battle That Changed the War in Vietnam,Harold G. Moore,2002.0,HarperTorch,http://images.amazon.com/images/P/0060506989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060506989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060506989.01.LZZZZZZZ.jpg
0553290851,22 Indigo Place,SANDRA BROWN,1991.0,Bantam,http://images.amazon.com/images/P/0553290851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553290851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553290851.01.LZZZZZZZ.jpg
0886774500,"Dragon Prince (Dragon Prince, Book 1)",Melanie Rawn,1994.0,Daw Books,http://images.amazon.com/images/P/0886774500.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774500.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774500.01.LZZZZZZZ.jpg
0671693816,Wifey,Judy Blume,1989.0,Pocket,http://images.amazon.com/images/P/0671693816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg
0553287737,The Bourne Ultimatum,Robert Ludlum,1991.0,Bantam Books,http://images.amazon.com/images/P/0553287737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553287737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553287737.01.LZZZZZZZ.jpg
0345368959,The Dolphins of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995.0,Del Rey Books,http://images.amazon.com/images/P/0345368959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368959.01.LZZZZZZZ.jpg
0451161343,Thinner,Stephen King,1994.0,Signet Book,http://images.amazon.com/images/P/0451161343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451161343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451161343.01.LZZZZZZZ.jpg
0345303067,2010: Odyssey Two,Arthur C. Clarke,1984.0,Del Rey Books,http://images.amazon.com/images/P/0345303067.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345303067.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345303067.01.LZZZZZZZ.jpg
0061099643,Imajica,Clive Barker,1992.0,HarperTorch,http://images.amazon.com/images/P/0061099643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099643.01.LZZZZZZZ.jpg
0441735762,The Rowan (Ace Science Fiction),Anne McCaffrey,1991.0,ACE Charter,http://images.amazon.com/images/P/0441735762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441735762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441735762.01.LZZZZZZZ.jpg
0345379144,Zombies of the Gene Pool,Sharyn McCrumb,1996.0,Fawcett Books,http://images.amazon.com/images/P/0345379144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345379144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345379144.01.LZZZZZZZ.jpg
0061030643,The Associate,Phillip Margolin,2002.0,HarperTorch,http://images.amazon.com/images/P/0061030643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030643.01.LZZZZZZZ.jpg
0515130125,Blackout,John J. Nance,2001.0,Jove Books,http://images.amazon.com/images/P/0515130125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130125.01.LZZZZZZZ.jpg
0440145465,King Rat,James Clavell,1993.0,Dell Publishing Company,http://images.amazon.com/images/P/0440145465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440145465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440145465.01.LZZZZZZZ.jpg
0671797050,FIRST WIVES CLUB,Olivia Goldsmith,1993.0,Pocket,http://images.amazon.com/images/P/0671797050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671797050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671797050.01.LZZZZZZZ.jpg
0812585151,Bard: The Odyssey of the Irish (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1987.0,Tor Books,http://images.amazon.com/images/P/0812585151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812585151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812585151.01.LZZZZZZZ.jpg
0671468200,MY SWEET AUDRINA,V.C. Andrews,1983.0,Pocket,http://images.amazon.com/images/P/0671468200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671468200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671468200.01.LZZZZZZZ.jpg
0449206181,Murder at the FBI (Capital Crime Mysteries),Margaret Truman,1992.0,Fawcett Books,http://images.amazon.com/images/P/0449206181.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449206181.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449206181.01.LZZZZZZZ.jpg
0451204891,The Hearing,John Lescroart,2002.0,Signet Book,http://images.amazon.com/images/P/0451204891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451204891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451204891.01.LZZZZZZZ.jpg
0345423615,The Silver Wolf,ALICE BORCHARDT,1999.0,Ballantine Books,http://images.amazon.com/images/P/0345423615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345423615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345423615.01.LZZZZZZZ.jpg
038072880X,High Crimes,Joseph Finder,2002.0,Avon,http://images.amazon.com/images/P/038072880X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038072880X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038072880X.01.LZZZZZZZ.jpg
0380724987,Justice (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1996.0,Avon,http://images.amazon.com/images/P/0380724987.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380724987.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380724987.01.LZZZZZZZ.jpg
0451205073,Last Breath,Michael Prescott,2001.0,Signet Book,http://images.amazon.com/images/P/0451205073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451205073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451205073.01.LZZZZZZZ.jpg
006109918X,Talking God (Jim Chee Novels),Tony Hillerman,1991.0,HarperTorch,http://images.amazon.com/images/P/006109918X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006109918X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006109918X.01.LZZZZZZZ.jpg
0553576623,Miracle Cure,Michael Palmer,1999.0,Bantam Books,http://images.amazon.com/images/P/0553576623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553576623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553576623.01.LZZZZZZZ.jpg
0064408655,"The Vile Village (A Series of Unfortunate Events, Book 7)",Lemony Snicket,2001.0,HarperCollins,http://images.amazon.com/images/P/0064408655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064408655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064408655.01.LZZZZZZZ.jpg
0385337116,The Rule of Four,Ian Caldwell,2004.0,Dial Books,http://images.amazon.com/images/P/0385337116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385337116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385337116.01.LZZZZZZZ.jpg
0425136191,Blindsight,Robin Cook,1993.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425136191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425136191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425136191.01.LZZZZZZZ.jpg
0449702766,Dicey's Song,Cynthia Voigt,1995.0,Fawcett Books,http://images.amazon.com/images/P/0449702766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449702766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449702766.01.LZZZZZZZ.jpg
0451119932,Fever,Robin Cook,1983.0,Penguin Putnam~mass,http://images.amazon.com/images/P/0451119932.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451119932.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451119932.01.LZZZZZZZ.jpg
0451160312,I Never Promised You a Rose Garden,Joanne Greenberg,1984.0,Signet Book,http://images.amazon.com/images/P/0451160312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451160312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451160312.01.LZZZZZZZ.jpg
