User-ID,Location,Age
159858,"atlantic beach, florida, usa",37.0
160393,"union, missouri, usa",46.0
160401,"akron, ohio, usa",30.0
160558,"hooksett, new hampshire, usa",28.0
160571,"limoges, n/a, france",
160681,"niles, michigan, usa",28.0
160735,"blaine, minnesota, usa",39.0
160819,"miami, florida, usa",43.0
161037,"milton, ,",32.0
161039,"fredericton, new brunswick, canada",30.0
161041,"lisbon, n/a, portugal",24.0
161299,"covina, california, usa",41.0
161348,"palmdale, california, usa",17.0
161752,"mesa, arizona, usa",58.0
161936,"gisborne, victoria, australia",53.0
161974,"center rutland, vermont, usa",25.0
162052,"danville, virginia, usa",51.0
162155,"federal way, washington, usa",57.0
162311,"largo, florida, usa",22.0
162376,"lynn, massachusetts, usa",23.0
162562,"omaha, nebraska, usa",29.0
162590,"n/a, british columbia, canada",
162639,"kelso, washington, usa",
162671,"yarmouth, nova scotia, canada",19.0
162738,"waterford, michigan, usa",35.0
162780,"rock island, tennessee, usa",31.0
162827,"seattle, washington, usa",
163202,"los angeles, california, usa",26.0
163307,"tulsa, oklahoma, usa",24.0
163326,"gum spring, virginia, usa",28.0
163358,"toronto, ontario, canada",21.0
163430,"huntsville, texas, usa",
163433,"edmonton, alberta, canada",
163488,"salem, ohio, usa",24.0
163570,"lincoln, new brunswick, canada",50.0
163676,"roanoke, virginia, usa",59.0
163744,"merville, british columbia, canada",54.0
163776,"barboursville,, virginia, usa",29.0
163804,"bonaire, georgia, usa",43.0
163973,"sÃ£o paulo, sÃ£o paulo, brazil",46.0
164027,"burlington, ontario, canada",
164096,"lisboa, lisboa, portugal",29.0
164323,"delta, british columbia, canada",31.0
164584,"manchester, new hampshire, usa",52.0
164675,"portland, oregon, usa",55.0
164728,"studio city, california, usa",
164828,"duncanville, alabama, usa",
164926,"ann arbor, michigan, usa",25.0
164956,"waterdown, ontario, canada",44.0
165183,"tulsa, oklahoma,",60.0
165232,"saint albans, west virginia, usa",23.0
165268,"madras, oregon, usa",73.0
165308,"new berlin, wisconsin, usa",33.0
165319,"tucson, arizona, usa",28.0
165345,"rohnert park, california, usa",
165758,"st. catharines, ontario, canada",
165759,"crossville, tennessee, usa",58.0
165866,"ashville, alabama, usa",27.0
165987,"banks, oregon, usa",48.0
166123,"cortez, colorado, usa",32.0
166391,"hanover, pennsylvania, usa",60.0
166409,"richmond, virginia, usa",63.0
166596,"greenwood, british columbia, canada",57.0
166824,"nova, virginia, usa",
166830,"ionia, michigan, usa",24.0
166922,"london, england, united kingdom",26.0
167189,"coburg, oregon, usa",43.0
167223,"west hollywood, california, usa",
167327,"kaiserslautern, rheinland-pfalz, germany",29.0
167349,"keller, texas, usa",33.0
167471,"milton, ontario, canada",29.0
167614,"seattle, washington, usa",46.0
167678,"belton, tx, usa",35.0
167746,"charlestown, massachusetts, usa",32.0
167800,"olive branch, mississippi, usa",57.0
167812,"vancouver, washington, usa",38.0
168036,"tualatin, ,",
168047,"oxford, connecticut, usa",28.0
168064,"fredericton, new brunswick, canada",
168132,"middletown, maryland, usa",37.0
168144,"oceanside, california, usa",46.0
168216,"calgary, alberta, canada",47.0
168245,"delisle, saskatchewan, canada",37.0
168387,"frankston, victoria, australia",32.0
168388,"victoria, ,",
168464,"antioch, illinois, usa",11.0
168642,"seattle, washington, usa",24.0
168816,"santa clara, california, usa",35.0
168954,"manhattan, kansas, usa",29.0
169233,"chicago, illinois, usa",27.0
169249,"colorado springs, colorado, usa",43.0
169309,"east lansing, michigan, usa",
169663,"towson, maryland, usa",
169682,"minneapolis, minnesota, usa",26.0
169699,"vadnais heights, minnesota, usa",40.0
169735,"nisswa, minnesota, usa",
169779,"st. charles, missouri, usa",36.0
170184,"melton mowbray, england, united kingdom",51.0
170227,"stevenage, england, united kingdom",33.0
170229,"chicago, illinois, usa",56.0
170264,"clinton township, michigan, usa",23.0
170415,"tacoma, washington, usa",30.0
170513,"butler, pennsylvania, usa",
170518,"gaithersburg, maryland, usa",61.0
170575,"bethlehem, pennsylvania, usa",32.0
170595,"maiden, north carolina, usa",34.0
170634,"crystal lake, illinois, usa",
170742,"o`fallon, missouri, usa",41.0
170810,"kitchener, ontario, canada",40.0
170861,"hopkinton, massachusetts, usa",44.0
170947,"sheldon, iowa, usa",35.0
170997,"westminster, california, usa",66.0
171078,"langley, british columbia, canada",43.0
171118,"toronto, ontario, canada",47.0
171445,"berkeley, california, usa",37.0
171638,"trout creek, montana, usa",50.0
171818,"sacramento, california, usa",31.0
171968,"irving, texas, usa",23.0
171970,"elmhurst, illinois, usa",
172030,"rainsville, alabama, usa",30.0
172061,"portland, oregon, usa",25.0
172091,"cherry creek, new york, usa",58.0
172203,"sandy, utah, usa",45.0
172374,"san bernardino, california, usa",20.0
172512,"louisville, kentucky, usa",25.0
172676,"long beach, california, usa",29.0
172742,"astoria, oregon, usa",44.0
173291,"greensboro, north carolina, usa",29.0
173415,"chicago, illinois, usa",31.0
173481,"arlington, texas, usa",69.0
173679,"regensburg, bavaria, germany",27.0
173684,"chula vista, california, usa",15.0
173835,"manchester, missouri, usa",53.0
173860,"chicago, illinois, usa",48.0
173879,"valley stream, new york, usa",25.0
174092,"holybourne, england, united kingdom",34.0
174179,"huntington beach, california, usa",
174216,"hamilton, ohio, usa",36.0
174304,"st. louis, missouri, usa",26.0
174326,"winnipeg, manitoba, canada",38.0
174428,"morrisville, north carolina, usa",37.0
174596,"jackson heights, new york, usa",
174726,"san diego, california, usa",
174791,"long beach, california, usa",38.0
174892,"milford, connecticut,",
174914,"perth, western australia, australia",33.0
175003,"round rock, texas, usa",33.0
175052,"chicago, illinois, usa",57.0
175070,"brandon, mississippi, usa",31.0
175100,"walled lake, ,",55.0
175117,"royersford, pennsylvania, usa",
175287,"roanoke, virginia, usa",32.0
175329,"san diego, california, usa",
175536,"dresden, sachsen, germany",27.0
175636,"san antonio, texas, usa",46.0
175886,"hindmarsh island, south australia, australia",52.0
176214,"springdale, arkansas, usa",34.0
176230,"cheyenne, wyoming, usa",
176256,"andrews, indiana, usa",32.0
176667,"minot, north dakota, usa",23.0
176875,"tampere, pirkanmaa, finland",31.0
176902,"o`fallon, missouri, usa",25.0
176903,"irving, texas, usa",24.0
177040,"cicero, new york, usa",27.0
177072,"moberly, missouri, usa",47.0
177073,"moberly, missouri, usa",
177090,"ashland, missouri, usa",37.0
177113,"north augusta, south carolina, usa",47.0
177180,"akron, ohio, usa",39.0
177277,"plymouth, england, united kingdom",30.0
177373,"orlando, florida, usa",29.0
177374,"kingston, washington, usa",
177375,"w.m., pennsylvania, usa",42.0
177432,"wichita, kansas, usa",33.0
177458,"ottawa, ontario, canada",29.0
177569,"port orchard, washington, usa",52.0
177590,"green bay, wisconsin, usa",49.0
177690,"nottingham, maryland, usa",27.0
178130,"auburn, washington, usa",45.0
178181,"bloomfield hills, michigan, usa",32.0
178199,"amarillo, texas, usa",
178201,"saint louis, ,",
178223,"sioux falls, south dakota, usa",34.0
178240,"olive branch, mississippi, usa",49.0
178522,"somerset, ,",
178667,"freehold, new jersey, usa",34.0
178920,"san francisco, california, usa",31.0
178950,"orlando, florida, usa",
179019,"little falls, new york,",
179433,"raleigh, north carolina, usa",42.0
179718,"leroy, ,",39.0
179730,"harmony, rhode island, usa",
179733,"greenville, texas, usa",26.0
179734,"greenville, texas, usa",26.0
179739,"aurora, ontario, canada",42.0
179744,"manchester, connecticut, usa",26.0
179772,"high river, alberta, canada",37.0
179791,"sydney, new south wales, australia",22.0
179978,"perry, new york, usa",28.0
180032,"brooklyn, new york, usa",
180042,"thornton, ontario, canada",63.0
180348,"fredericksburg, virginia, usa",40.0
180378,"calgary, alberta, canada",38.0
180495,"millville, new jersey, usa",80.0
180586,"creston, british columbia, canada",
180651,"coventry, england, united kingdom",54.0
180917,"albuquerque, new mexico, usa",50.0
180957,"adelaide, south australia, australia",
181076,"stony plain, alberta, canada",53.0
181077,"rosebud, alberta, canada",35.0
181176,"st. louis, missouri, usa",43.0
181212,"roswell, georgia, usa",32.0
181223,"windham, new hampshire, usa",
181687,"austin, texas, usa",29.0
181691,"chicago, illinois, usa",26.0
182053,"london, ontario, canada",30.0
182085,"ginsheim, hessen, germany",
182086,"ginsheim, hessen, germany",
182334,"somerville, massachusetts, usa",31.0
182442,"ithaca, new york, usa",
182459,"fort wayne, indiana, usa",28.0
182506,"orlando, florida, usa",40.0
182527,"pekin, illinois, usa",62.0
182746,"jacksonville, florida, usa",44.0
182969,"minneapolis, minnesota, usa",36.0
182987,"armentia, Ã¡lava, spain",
182993,"carneys point, new jersey, usa",40.0
183046,"toronto, ontario, canada",
183101,"kingsport, tennessee, usa",15.0
183187,"williamsport, pennsylvania, usa",48.0
183196,"peoria, illinois, usa",33.0
183340,"n/a, n/a, usa",
183532,"sherman, texas, usa",35.0
183995,"columbus (grandview heights), ohio, usa",49.0
184299,"omaha, nebraska, usa",31.0
184401,"olympia, washington, united state",55.0
184424,"dayton, ohio, usa",44.0
184465,"louisville, kentucky, usa",33.0
184483,"pittsburgh, pennsylvania, usa",41.0
184513,"navarre, florida, usa",61.0
184532,"des moines, iowa, usa",28.0
184629,"tucson, arizona, usa",
185147,"canaan, new york, usa",33.0
185176,"dayton, ohio, usa",37.0
185233,"winnemucca, nevada, usa",31.0
185254,"deleon, texas, usa",30.0
185275,"seattle, washington, usa",32.0
185384,"st. charles, missouri, usa",
185634,"fridley, minnesota, usa",
185722,"long beach, california, usa",24.0
185771,"alexandria, virginia, usa",39.0
186039,"tehran, tehran, iran",24.0
186527,"richmond, vermont, usa",37.0
186547,"apex, north carolina, usa",55.0
186570,"rantoul, illinois, usa",28.0
186837,"schofield, wisconsin, usa",39.0
187065,"red feather lakes, ,",
187145,"grapeview, washington, usa",65.0
187170,"chesapeake, virginia, usa",33.0
187256,"citrus heights, california, usa",
187266,"gordon, nebraska, usa",66.0
187410,"kansas city, n/a, usa",100.0
187517,"brooklyn, new york, usa",28.0
187574,"metuchen, new jersey, usa",
187613,"olympia, washington, usa",19.0
187624,"mountlake terrace, washington, usa",34.0
187762,"rapid city, south dakota, usa",24.0
187863,"greenwood, south carolina, usa",33.0
187981,"melbourne, victoria, australia",23.0
188010,"edmonton, alberta, canada",
188022,"harlowton, montana, usa",
188273,"hawthorne, new jersey, usa",22.0
188513,"brookfield, wisconsin, usa",44.0
188583,"thunder bay, ontario, canada",22.0
188659,"orange, connecticut, usa",61.0
188951,"valdosta, georgia, usa",24.0
189080,"hoxie, arkansas, usa",28.0
189115,"st. louis, missouri, usa",28.0
189139,"lake country, british columbia, canada",40.0
189334,"ottawa, ontario, canada",49.0
189516,"colorado springs, colorado, usa",37.0
189558,"catlettsburg, kentucky, usa",55.0
189678,"stamford, connecticut, usa",43.0
189835,"honolulu, hawaii, usa",
189973,"pittsburgh, pennsylvania, usa",
190374,"kamloops, british columbia, canada",38.0
190459,"schertz, texas, usa",40.0
190708,"ramona, california, usa",43.0
190741,"corpus christi, texas, usa",52.0
190807,"ramona, california, usa",43.0
190831,"calgary, alberta, canada",
190844,"forest grove, oregon, usa",
190885,"philadelphia, pennsylvania, usa",38.0
190923,"burlington, vermont, usa",45.0
190925,"hobe sound, florida, usa",51.0
191187,"cedar rapids, iowa, usa",
191188,"oakland, california, usa",80.0
191523,"madison, indiana, usa",41.0
191716,"tatamagouche, nova scotia, canada",49.0
191883,"mount airy, north carolina, usa",27.0
192093,"lake worth, florida, usa",46.0
192119,"occoquan, virginia, usa",39.0
192176,"portland, oregon, usa",58.0
192211,"grove city, ohio, usa",45.0
192245,"beaverton, ,",
192428,"leeds, alabama, usa",34.0
192710,"ponte vedra, florida, usa",53.0
193350,"streamwood, illinois, usa",
193458,"toronto, ontario, canada",40.0
193499,"deland, florida, usa",41.0
193529,"florissant, missouri, usa",51.0
193676,"waterford, new york, usa",27.0
193750,"pasadena,maryland, maryland, usa",49.0
193778,"dallas, georgia, usa",
193898,"paradise, pennsylvania, usa",
194463,"lancaster, ,",52.0
194514,"melzo, lombardia, italy",36.0
194600,"toronto, ontario, canada",51.0
194669,"savannah, georgia, usa",46.0
194676,"jonesboro, arkansas, usa",
195386,"canyon country, california, usa",53.0
195469,"congers, new york, usa",39.0
195694,"tucson, arizona, usa",29.0
195904,"ruby, south carolina, usa",36.0
196047,"macomb, michigan, usa",55.0
196052,"pittsburgh, pennsylvania, usa",36.0
196077,"disputanta, virginia, usa",28.0
196106,"west palm beach, florida, usa",34.0
196160,"auburn, alabama, usa",22.0
196228,"richmond, virginia, usa",40.0
196457,"seattle, washington, usa",
196466,"king of prussia, pennsylvania, usa",30.0
196502,"decatur, georgia, usa",38.0
196738,"snellville, georgia, usa",39.0
196775,"toronto, ontario, canada",
196985,"storm lake, iowa, usa",
197364,"cumming, georgia, usa",30.0
197410,"stockholm, stockholm, sweden",31.0
197659,"indiana, pennsylvania, usa",49.0
197775,"iasi, iasi, romania",21.0
197828,"san diego, california, usa",61.0
198012,"baltimore, maryland, usa",34.0
198046,"milwaukee, wisconsin, usa",51.0
198412,"waretown, new jersey, usa",17.0
198483,"silver spring, maryland, usa",
198506,"orlando, florida, usa",49.0
198621,"melbourne, florida, usa",42.0
198625,"baker city, oregon, usa",30.0
198699,"dow city, iowa, usa",49.0
198711,"little canada, minnesota, usa",62.0
198726,"brooklyn park, minnesota, usa",46.0
198930,"mesquite, texas, usa",21.0
199025,"charleston, south carolina, usa",
199041,"pleasanton, california, usa",
199209,"napa, california, usa",32.0
199378,"la ronge, saskatchewan, canada",14.0
199416,"houma, louisiana,",65.0
199431,"oakwood, georgia, usa",15.0
199515,"la cienega, new mexico, usa",44.0
199772,"vista, california, usa",
200226,"burlington, ontario, canada",39.0
200422,"plainfield, illinois, usa",29.0
200643,"austin, texas, usa",21.0
200674,"pittsburg, missouri, usa",58.0
200978,"culemborg, gelderland, netherlands",41.0
201017,"palmetto bay, florida, usa",36.0
201042,"birmingham, alabama, usa",34.0
201058,"e-ville, california, usa",
201141,"ottawa, ontario, canada",27.0
201290,"seixal, setÃºbal, portugal",35.0
201447,"springfield, virginia, usa",40.0
201526,"vancouver, british columbia, canada",25.0
201641,"ottawa, ontario, canada",19.0
201674,"sellersville, pennsylvania, usa",28.0
201677,"hawthorne, new jersey, usa",29.0
201684,"austin, texas, usa",24.0
201697,"markham, ontario, canada",29.0
201760,"mitchell, indiana, usa",29.0
201768,"fredericton, new brunswick, canada",47.0
201776,"saint john, new brunswick, canada",22.0
201783,"white haven, pennsylvania, usa",25.0
201923,"glen mills, pennsylvania, usa",
201969,"vancouver, british columbia, canada",
202277,"kennesaw, georgia, usa",54.0
202462,"arlington, texas, usa",32.0
202711,"westminster, texas, usa",30.0
202834,"swisshime, oregon, usa",20.0
203044,"bloomington, indiana, usa",40.0
203075,"huntington beach, california, usa",23.0
203240,"st. louis, missouri, usa",32.0
203401,"livermore, california, usa",
203506,"rye brook, new york, usa",18.0
203649,"mount vernon, kentucky, usa",41.0
203764,"petersburg, virginia, usa",48.0
203799,"menasha, wisconsin, usa",54.0
203900,"portland, oregon, usa",30.0
203910,"manila, makati, phillipines",16.0
203968,"cumberland, maryland, usa",
204167,"watervliet, new york, usa",30.0
204359,"brooklyn, new york,",40.0
204457,"hawthorne, new jersey, usa",55.0
204474,"hartford, connecticut, usa",
204522,"mena, arkansas, usa",29.0
204591,"toronto, ontario, canada",30.0
204813,"jersey city, new jersey, usa",
204864,"simi valley, california, usa",47.0
204964,"chicopee, massachusetts, usa",24.0
205473,"ottawa, ontario, canada",32.0
205517,"raleigh, north carolina, usa",
205735,"mosinee, wisconsin, usa",26.0
205963,"santa clara, california, usa",56.0
205980,"west chester, pennsylvania, usa",
206074,"new britain, connecticut, usa",16.0
206305,"lancaster, ohio, usa",
206423,"columbia, maryland, usa",
206438,"katy, texas, usa",24.0
206534,"evanston, illinois, usa",
206563,"pomfret center, connecticut, usa",45.0
206567,"new orleans, louisiana, usa",33.0
206695,"hanover, colorado, usa",45.0
206944,"camarillo, california, usa",26.0
206959,"niceville, florida, usa",32.0
206979,"dunedin, otago, new zealand",22.0
207148,"san diego, california, usa",42.0
207246,"owensboro, kentucky, usa",28.0
207259,"florence, oregon, usa",38.0
207339,"wells, maine, usa",43.0
207349,"seadrift, texas, usa",25.0
207494,"huntsville, alabama, usa",42.0
207499,"las cruces, new mexico, usa",
207563,"montgomery, alabama, usa",29.0
207616,"choctaw, oklahoma,",53.0
207721,"mississauga, ontario, canada",39.0
207782,"midland, texas, usa",28.0
207835,"houston, ,",57.0
207965,"eugene, oregon, usa",46.0
207971,"greenville, florida, usa",53.0
208058,"rancho cucamonga, california, usa",35.0
208095,"hollywood, florida, usa",
208141,"jefferson, wisconsin, usa",46.0
208147,"federal way, washington, usa",41.0
208382,"fontana, california, usa",53.0
208406,"kansas city, missouri, usa",30.0
208415,"laguna hills, california, usa",37.0
208568,"fontana, california, usa",
208605,"cape neddick, maine, usa",38.0
208668,"umatilla, oregon, usa",59.0
208671,"simi valley, california, usa",
208815,"san diego, ca, usa",23.0
208829,"fredericton, new brunswick, canada",
208897,"awattukkee foothills, arizona, usa",
209160,"ottawa, ontario, canada",32.0
209174,"toronto, ontario, canada",
209229,"fairfax, ,",35.0
209238,"pass christian, mississippi39571, usa",60.0
209373,"mountain view, california, usa",37.0
209516,"felixstowe, suffolk, united kingdom",57.0
209536,"erith, kent, united kingdom",30.0
209756,"sacramento, california, usa",36.0
209817,"pittsburgh, pennsylvania, usa",27.0
209870,"superior, colorado, usa",41.0
209875,"crescent city, california, usa",43.0
210035,"cumberland, maryland, usa",24.0
210485,"carmichael, california, usa",35.0
210587,"harper woods, michigan, usa",
210685,"medford, oregon, usa",25.0
210717,"wantagh, new york, usa",42.0
210792,"franconia, virginia, usa",36.0
210822,"new orleans, louisiana, usa",36.0
210874,"toronto, ontario, canada",26.0
210959,"cliffwood, new jersey, usa",30.0
211231,"prague, prague, czech republic",21.0
211288,"seattle, washington, usa",36.0
211344,"vienna, virginia, usa",32.0
211426,"pueblo, colorado, usa",24.0
211430,"toronto, ontario, canada",28.0
211460,"wien, wien, austria",33.0
211919,"jacksonville, florida, usa",38.0
211961,"enschede, overijssel, netherlands",40.0
212142,"warrenton, virginia, usa",37.0
212216,"lexington, virginia,",
212467,"weimar, texas, usa",62.0
212628,"horsham, pennsylvania, usa",36.0
212645,"coal township, pennsylvania, usa",21.0
212797,"cedar rapids, iowa, usa",39.0
212898,"la ronge, saskatchewan, canada",
212923,"minneapolis, minnesota, usa",34.0
212965,"akron,, ohio, usa",43.0
213126,"spring, texas, usa",
213255,"lancaster, lancashire, united kingdom",32.0
213350,"rowland heights, california, usa",65.0
213410,"elm grove, wisconsin, usa",
213523,"brookville, pennsylvania, usa",
213531,"bolingbrook, illinois, usa",63.0
213760,"omaha, nebraska, usa",32.0
213915,"sheffield, s yorkshire, united kingdom",29.0
214138,"lakeland,, florida, usa",79.0
214272,"paris, tennessee, usa",42.0
214315,"louisville, kentucky, usa",32.0
214651,"las vegas, nevada, usa",38.0
214786,"boone county, kentucky, usa",
215006,"seattle, washington, usa",44.0
215278,"anderson, california, usa",
215388,"citrus heights, california, usa",
215986,"fort worth, texas, usa",28.0
215988,"lake oswego, oregon, usa",42.0
216012,"clevelad, ohio, usa",34.0
216099,"ciudad colÃ³n, san josÃ©, costa rica",
216100,"lancaster, new hampshire, usa",40.0
216386,"taylorsville, utah, usa",25.0
216444,"nunspeet, gelderland, netherlands",57.0
216466,"castleton, vermont, usa",29.0
216670,"pensacola, florida, usa",
216683,"san jose, california, usa",
216724,"miami, florida, usa",20.0
216962,"austin, texas, usa",
217056,"peoria, arizona, usa",30.0
217121,"frodsham, england, united kingdom",43.0
217318,"sackville, new brunswick, canada",
217375,"st. petersburg, florida, usa",35.0
217740,"madrid, madrid, spain",37.0
217895,"tehran, tehran, iran",
217986,"ypsilanti, michigan, usa",35.0
218068,"west lafayette, indiana, usa",35.0
218121,"brighton, colorado, usa",
218552,"san antonio, texas, usa",48.0
218568,"byron, minnesota, usa",41.0
218569,"salem, oregon, usa",36.0
218608,"spartanburg, south carolina, usa",31.0
218936,"webster, texas, usa",43.0
219254,"ottawa, ontario, canada",
219301,"franklin, massachusetts, usa",
219321,"marshfield, massachusetts, usa",
219482,"san antonio, texas, usa",28.0
219546,"new albany, indiana, usa",25.0
219683,"santa ana, california, usa",32.0
219951,"wolverhampton, england, united kingdom",19.0
220158,"mena, arkansas, usa",
220240,"roanoke, texas, usa",34.0
220278,"hammond, indiana, usa",32.0
220597,"toronto, ontario, canada",26.0
220626,"wisconsin rapids, wisconsin, usa",27.0
220688,"brookline, massachusetts, usa",27.0
221445,"portland, oregon, usa",
221510,"euless, texas, usa",28.0
221705,"jacksonville beach, florida, usa",
221732,"columbia, missouri, usa",26.0
221777,"cuyahoga falls, ohio, usa",26.0
221870,"oelwein, iowa, usa",45.0
221948,"jacksonville, florida, usa",36.0
222035,"bristol, connecticut, usa",56.0
222050,"allen park, michigan, usa",45.0
222220,"austin, texas, usa",30.0
222296,"chapel hill, north carolina, usa",
222563,"griswold, connecticut, usa",41.0
222614,"alameda, california, usa",59.0
222688,"philadelphia, pennsylvania, usa",42.0
222716,"adelaide, south australia, australia",
222941,"las vegas, nevada, usa",57.0
223087,"sherman oaks, california, usa",
223154,"wilmington, north carolina, usa",33.0
223156,"springfield, illinois, usa",31.0
223190,"the woodlands, texas, usa",33.0
223201,"huntington beach, california, usa",
223210,"rock hill, south carolina, usa",57.0
223231,"warsaw, n/a, poland",17.0
223431,"los angeles, california, usa",
223438,"randolph, massachusetts, usa",31.0
223501,"santa cruz, california, usa",
223530,"san diego, california, usa",
223566,"kansas city, missouri, usa",29.0
223644,"newmarket, ontario, canada",30.0
223787,"fountain valley, california, usa",58.0
223814,"london, england, united kingdom",
224115,"beaverton, oregon, usa",28.0
224138,"carlsbad, california, usa",
224159,"redding, california, usa",
224249,"moline, illinois, usa",
224340,"kansas city, missouri, usa",45.0
224349,"columbia, maryland, usa",23.0
224430,"louisville, kentucky, usa",
224435,"warren, michigan, usa",24.0
224646,"london, england, united kingdom",
224809,"nashua, new hampshire, usa",61.0
224923,"cleveland, ohio, usa",24.0
224927,"the woodlands, texas, usa",38.0
224997,"legazpi, albay, philippines",
225078,"austin, texas, usa",46.0
225087,"toronto, ontario, canada",51.0
225199,"toronto, ontario, canada",54.0
225379,"halifax, nova scotia, canada",24.0
225595,"savannah, georgia, usa",37.0
225617,"berkeley, california, usa",
225763,"san francisco, california, usa",
225810,"el cajon, california, usa",56.0
225886,"ruma, illinois, usa",35.0
225938,"lancaster, california, usa",46.0
225986,"watford, england, united kingdom",36.0
225989,"palmdale, california, usa",27.0
225996,"belton, texas, usa",20.0
226006,"scott, arkansas, usa",35.0
226031,"lakewood, colorado, usa",37.0
226205,"romeoville, illinois, usa",48.0
226393,"willow street, pennsylvania, usa",24.0
226482,"singapore, n/a,",21.0
226545,"mesa, arizona, usa",38.0
226553,"anchorage, alaska, usa",
226772,"mundelein, illinois, usa",37.0
226879,"overland park, kansas, usa",31.0
226965,"clemson, south carolina, usa",47.0
227025,"saskatoon, saskatchewan, canada",33.0
227097,"lynnwood, washington, usa",37.0
227192,"grand rapids, michigan, usa",
227397,"conway, arkansas, usa",
227447,"kelseyville, california, usa",38.0
227520,"san jose, california, usa",33.0
227702,"league city, texas, usa",42.0
227705,"westport, connecticut, usa",36.0
227814,"west valley city, ,",48.0
227836,"athens, georgia, usa",30.0
227884,"virginia beach, virginia, usa",25.0
228021,"ann arbor, michigan, usa",32.0
228311,"coon rapids, minnesota, usa",32.0
228579,"brooklyn, new york, usa",29.0
228681,"dumont, new jersey, usa",
228764,"oakdale, california, usa",39.0
228789,"skipton, north yorkshire, united kingdom",44.0
228868,"myrtle beach, south carolina, usa",33.0
228998,"lincoln, nebraska, usa",41.0
229011,"mclean, virginia, usa",
229313,"southgate, michigan, usa",31.0
229329,"st-lÃ©gier, vaud, switzerland",56.0
229331,"houston, texas, usa",37.0
229409,"leipzig, sachsen, germany",32.0
229551,"ottawa, ontario, canada",28.0
229703,"south surrey, british columbia, canada",
229741,"kensington, california, usa",29.0
230030,"berkeley, california, usa",36.0
230115,"ap, florida, usa",44.0
230249,"glen rock, pennsylvania, usa",
230496,"simi valley, california, usa",34.0
230522,"colorado springs, colorado, usa",52.0
230699,"seattle, washington, usa",30.0
230708,"modesto, california, usa",43.0
231210,"roanoke, virginia, usa",44.0
231237,"waianae, hawaii, us",
231255,"surrey, british columbia, canada",
231264,"san antonio, texas, usa",38.0
231351,"methuen, massachusetts, usa",34.0
231393,"montreal, quebec, canada",28.0
231827,"festus, missouri, usa",32.0
231857,"canberra, australian capital territory, australia",46.0
231993,"akron, ohio, usa",26.0
232106,"bayfield, colorado, usa",36.0
232131,"oakland, california, usa",
232211,"socorro, new mexico, usa",
232838,"cincinnati, ohio, usa",39.0
232945,"newport, rhode island, usa",28.0
232959,"portland, oregon, usa",43.0
232964,"westchester, illinois, usa",44.0
232990,"portland, oregon, usa",26.0
233578,"san antonio, texas, usa",43.0
233711,"mackay, queensland, australia",36.0
233889,"brisbane, queensland, australia",37.0
233903,"n/a, n/a, singapore",23.0
233911,"romney, west virginia, usa",41.0
233917,"madera, california, usa",38.0
234108,"ladera ranch, california, usa",
234165,"upton, massachusetts, usa",
234359,"morro bay, california, usa",35.0
234399,"rochester, new york, usa",
234597,"firenze, toscana, italy",
234614,"springfield, illinois, usa",
234623,"scarborough, maine, usa",
234765,"kuching, sarawak, malaysia",28.0
234828,"fairbanks, alaska, usa",
235105,"st louis, missouri, usa",46.0
235282,"encino, california, usa",43.0
235392,"st. louis, missouri, usa",27.0
235429,"los altos, california, usa",19.0
235498,"lisboa, lisboa, portugal",42.0
235684,"miami, florida, usa",26.0
235842,"griswold, iowa, usa",41.0
235935,"bridgeton, new jersey, usa",43.0
236058,"san francisco, california, usa",34.0
236172,"chesapeake, virginia, usa",34.0
236283,"orlando, florida, usa",41.0
236322,"houston, texas, usa",
236340,"st kilda, victoria, australia",29.0
236757,"mars, pennsylvania, usa",
236948,"toronto, ontario, canada",35.0
236959,"st. louis, missouri, usa",35.0
237064,"oxford, ,",68.0
237264,"cairo, n/a, egypt",35.0
237271,"sandy, utah, usa",
237474,"montreal, quebec, canada",24.0
237534,"rexdale, ontario, canada",47.0
237646,"rockville, maryland, usa",56.0
237748,"eagan, minnesota, usa",27.0
237990,"rochester, new york, usa",
238008,"edmond, oklahoma, usa",36.0
238065,"bourbonnais, illinois, usa",27.0
238120,"louisville, kentucky, usa",25.0
238179,"smithton, illinois, usa",
238222,"upper sandusky, ohio, usa",28.0
238419,"lapeer, michigan, usa",
238526,"charleston, south carolina, usa",
238541,"vancouver, british columbia, canada",
238545,"mountain view, california, usa",
238557,"kuala lumpur, selangor, malaysia",21.0
238607,"pineville, north carolina, usa",24.0
238613,"st. john`s, newfoundland, canada",37.0
238699,"amagansett, new york, usa",
238781,"yucca valley, california, usa",51.0
238849,"saskatoon, saskatchewan, canada",40.0
238864,"powys, wales, united kingdom",32.0
238889,"clark fork, idaho, usa",33.0
238961,"antioch, illinois, usa",18.0
239063,"mooresville, north carolina, usa",
239535,"columbus, ,",
239584,"gilroy, california, usa",
239594,"leuven, vlaams-brabant, belgium",28.0
239626,"wellesley, massachusetts, usa",52.0
239688,"winnemucca, nevada, usa",26.0
240035,"birmingham, alabama, usa",
240051,"trenton, ontario, canada",32.0
240113,"carmichael, ,",
240131,"sherwood park, alberta, canada",26.0
240144,"muskego, wisconsin, usa",34.0
240219,"arlington, tennessee, usa",38.0
240224,"walnut creek, california, usa",52.0
240267,"st. louis, missouri, usa",
240403,"louisville, kentucky, usa",49.0
240567,"hawthorne, new jersey, usa",33.0
240568,"elk  city, oklahoma, usa",34.0
